session,Period,Subject,matching_group,rand,r,Valuation,reported_valuation,sum_reported_valuations,GroupDecisionRule,GroupDecisionVote,GroupDecisionVote_XY,vote,VotesInFavour,transfer,reports_others_3_3,reports_others_3_1,reports_others_3_minus_1,reports_others_3_minus_3,reports_others_1_1,reports_others_1_minus_1,reports_others_1_minus_3,reports_others_minus_1_minus_1,reports_others_minus_1_minus_3,reports_others_minus_3_minus_3,TimeOKTestQuestionsOK,positive,TimeOKStageONEOK,TimeWertschaetbenStageTWOAGVOK,TimeStimmeAbgebenStageTWOK2OK,TimeWEITERStageTWOStatusQuoOK,TimeZumMuenzwuImplementationOK,Draw_random_provision,ReportsVector1,ReportsVector2,provision,payoff,earnings,TimeOKOUTPUTRESULTSOK,TimeOKEndOfTrialRoundsOK,independent_groups,group_formation,i,random_number,rank,TimeWEITERWAITNGAFTERROUND12OK,NumberRank,ValuationVector1,ValuationVector2,ValuationVector3,snr1,snr2,snr3,x,y,srnr1,srnr2,SelectedPeriod,TimeOKProfitInfoOK,Age,Gender,TimeOKQuestionaire1OK,Orientation,Party,TimeOKQuestionaire2OK,risk_self,risk_others,TimeOKQuestionaire3OK,reports_others_7_7,reports_others_7_1,reports_others_7_minus_1,reports_others_7_minus_3,reports_others_3_minus_7,reports_others_1_minus_7,reports_others_minus_1_minus_7,reports_others_minus_7_minus_7,reports_others_7_minus_2,reports_others_minus_1_minus_2,reports_others_minus_2_minus_2,reports_others_minus_2_minus_3,Study_Subject,Session_number,treatment_distribution,maxsession,maxsubject,Rule_1,Rule_2,identifier,SurplusGroup,EfficientChoice,HypotheticalResultAGV,HypotheticalResultSM,HypotheticalResultSQ,HypotheticalResultRAND,ChoiceResultSubject,BinaryChoice,dummy_valuation_negative,truth_telling,truth_telling_sign,never_misreports_sign,block,session_match,ad_interim_round,ex_ante_round,valuation_positive,valuation_negative,Value_factor,Rule_Vote,chose_AGV,chose_SM,chose_NSQ,chose_RAND,treatment_number,efficient,efficient_mech_choice,ex_ante_efficient,GK_prefAGV,TaxTheWinner,absVal,Veto,comparison_order_inverted
141210_1516,10,1,2,0.038917828,0.75782681,3,-10,-30,NSQ,RAND,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,29,,,39.0,0.0,0,-10,-10,0,0.0,,25,,2,1,2,0.14467295,3,,1,3,-3,-1,1,6,7,4,7,6,7,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,NSQ,101,-1,0,0,0,0,0.5,0.0,NSQ vs. RAND,positive,,,0,2,1_1,0,1,1,0,Value 3,1,,,1.0,0.0,symmetric,1,,1,,,3,,1
141210_1516,5,1,3,0.16786626,0.94770414,3,-10,-30,NSQ,RAND,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,33,,,0.0,33.0,1,-10,-10,1,3.0,,3,,2,1,2,0.8164432,3,,1,3,3,3,1,8,9,4,9,8,9,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,101,9,1,1,1,0,0.5,0.5,NSQ vs. RAND,positive,,,0,1,1_1,0,1,1,0,Value 3,0,,,0.0,1.0,symmetric,1,,1,,,3,,0
141210_1516,9,2,1,0.35538566,0.58409488,1,1,-30,AGV,AGV,1,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,28,0.0,36.0,,,1,-10,-10,1,1.0,,23,,2,1,2,0.075823888,2,,1,-1,1,3,1,2,4,4,4,1,4,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,SM,102,3,1,1,1,0,0.5,1.0,AGV vs. SM,positive,,,1,2,1_1,0,1,1,0,Value 1,1,1.0,0.0,,,symmetric,1,1.0,1,,,1,,0
141210_1516,1,2,2,0.80467045,0.43985426,-1,-1,-5,AGV,AGV,1,,,0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,,0,25,10.0,0.0,,,1,-1,-3,0,0.125,,19,,2,1,2,0.29153389,2,,1,-1,-1,-1,2,5,7,4,7,5,7,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,102,-3,0,0,0,0,0.5,0.0,AGV vs. SM,negative,1.0,1.0,1,1,1_1,0,1,0,1,Value -1,0,0.0,1.0,,,symmetric,0,0.0,1,,,1,,1
141210_1516,8,2,1,0.084953167,0.30675998,-1,1,-30,AGV,AGV,1,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,35,0.0,,36.0,,0,-10,-10,0,0.0,,20,,2,1,2,0.16070382,3,,1,-1,1,1,2,4,9,4,9,4,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,NSQ,102,1,1,1,1,0,0.5,1.0,AGV vs. NSQ,negative,,,1,2,1_1,0,1,0,1,Value -1,1,1.0,,0.0,,symmetric,1,1.0,1,,,1,,0
141210_1516,4,2,2,0.99997956,0.89989489,3,3,1,AGV,AGV,2,,,-0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,,1,35,32.0,,0.0,,0,-3,1,1,2.875,,19,,2,1,2,0.28923914,1,,1,3,-3,1,2,5,6,4,6,5,6,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,AGV,102,1,1,1,1,0,0.5,1.0,AGV vs. NSQ,positive,1.0,1.0,1,1,1_1,0,1,1,0,Value 3,1,1.0,,0.0,,symmetric,1,1.0,1,,,3,,1
141210_1516,3,2,1,0.80986536,0.30195346,-1,-1,3,AGV,AGV,1,,,0.125,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,35,30.0,,,0.0,1,1,3,1,-0.875,,13,,2,1,2,0.20096545,1,,1,-1,-1,3,2,8,9,4,9,8,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,RAND,102,1,1,1,0,0,0.5,1.0,AGV vs. RAND,negative,1.0,1.0,1,1,1_1,0,1,0,1,Value -1,1,1.0,,,0.0,symmetric,1,1.0,1,,,1,,0
141210_1516,11,2,1,0.64888674,0.92286557,3,3,3,AGV,AGV,2,,,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,,1,35,34.0,,,0.0,1,1,-1,1,2.75,,19,,2,1,2,0.34810722,1,,1,3,3,-1,1,2,6,4,6,1,6,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,AGV,102,5,1,1,1,0,0.5,1.0,AGV vs. RAND,positive,1.0,1.0,1,2,1_1,0,1,1,0,Value 3,1,1.0,,,0.0,symmetric,1,1.0,1,,,3,,1
141210_1516,6,2,1,0.11528043,0.82763958,3,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,35,,36.0,,,0,-10,-10,1,3.0,,21,,2,1,2,0.082586236,2,,1,-1,3,-3,1,2,5,4,5,1,5,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,SM,NSQ,102,-1,0,0,0,0,0.5,0.0,SM vs. NSQ,positive,,,1,1,1_1,0,1,1,0,Value 3,1,,1.0,0.0,,symmetric,1,1.0,1,,,3,,0
141210_1516,12,2,1,0.38093618,0.78875804,3,-10,-30,NSQ,SM,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,36,,38.0,,,0,-10,-10,1,3.0,,23,,2,1,2,0.20734151,3,,1,3,3,3,2,7,9,4,9,7,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,SM,102,9,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,2,1_1,0,1,1,0,Value 3,1,,1.0,0.0,,symmetric,1,1.0,1,,,3,,1
141210_1516,2,2,1,0.32354537,0.49065003,-1,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,35,,35.0,,0.0,0,-10,-10,0,0.0,,21,,2,1,2,0.21522413,3,,1,3,-1,1,1,2,9,4,9,1,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,SM,RAND,102,3,1,1,1,0,0.5,1.0,SM vs. RAND,negative,,,1,1,1_1,0,1,0,1,Value -1,1,,1.0,,0.0,symmetric,1,1.0,1,,,1,,0
141210_1516,7,2,3,0.9937554,0.45746851,-1,-10,-30,SM,SM,2,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,29,,35.0,,0.0,1,-10,-10,0,0.0,,20,,2,1,2,0.89612764,1,,1,-1,-1,3,2,4,9,4,9,4,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,SM,102,1,1,1,0,0,0.5,0.0,SM vs. RAND,negative,,,1,2,1_1,0,1,0,1,Value -1,1,,1.0,,0.0,symmetric,1,1.0,1,,,1,,1
141210_1516,5,2,1,0.8368786,0.14675814,-3,-10,-30,RAND,RAND,1,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,28,,,36.0,0.0,1,-10,-10,0,0.0,,22,,2,1,2,0.16710742,1,,1,-3,-1,1,2,4,6,4,6,4,6,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,102,-3,0,0,0,0,0.5,0.0,NSQ vs. RAND,negative,,,1,1,1_1,0,1,0,1,Value -3,1,,,1.0,0.0,symmetric,1,,1,,,3,,0
141210_1516,10,2,1,0.033343971,0.10172337,-3,-10,-30,RAND,RAND,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,34,,,39.0,0.0,1,-10,-10,0,0.0,,24,,2,1,2,0.082348622,3,,1,-3,3,-3,2,3,4,4,4,3,4,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,NSQ,102,-3,0,0,0,0,0.5,0.0,NSQ vs. RAND,negative,,,1,2,1_1,0,1,0,1,Value -3,1,,,1.0,0.0,symmetric,1,,1,,,3,,1
141210_1516,1,3,1,0.25368947,0.69347477,1,1,9,AGV,AGV,1,,,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,5,18.0,0.0,,,0,3,3,1,1.0,,2,,2,1,2,0.17466381,2,,1,-3,1,3,1,3,4,4,4,1,4,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,103,1,1,1,1,0,0.5,1.0,AGV vs. SM,positive,0.0,1.0,1,1,1_1,0,1,1,0,Value 1,0,0.0,1.0,,,symmetric,0,0.0,0,,,1,,1
141210_1516,9,3,2,0.3431665,0.48640752,-1,-3,-7,AGV,AGV,2,,,-0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1.0,,0,31,35.0,0.0,,,1,-3,-1,0,-0.125,,20,,2,1,2,0.50482893,2,,1,-1,-3,-1,3,5,6,4,6,5,6,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,SM,103,-5,0,0,0,0,0.5,0.0,AGV vs. SM,negative,0.0,1.0,1,2,1_1,0,1,0,1,Value -1,0,0.0,1.0,,,symmetric,0,0.0,0,,,1,,0
141210_1516,4,3,3,0.018832587,0.95550495,3,3,3,AGV,AGV,2,,,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,25,33.0,,0.0,,1,3,-3,1,3.0,,20,,2,1,2,0.79732966,3,,1,3,3,-1,3,8,9,4,9,8,9,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,AGV,103,5,1,1,1,0,0.5,1.0,AGV vs. NSQ,positive,1.0,1.0,1,1,1_1,0,1,1,0,Value 3,1,1.0,,0.0,,symmetric,1,1.0,1,,,3,,1
141210_1516,8,3,2,0.9952991,0.92034173,3,3,5,AGV,AGV,1,,,-0.125,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,29,38.0,,0.0,,0,-1,3,1,2.875,,22,,2,1,2,0.80786294,1,,1,3,-1,3,3,6,7,4,7,6,7,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,NSQ,103,5,1,1,1,0,0.5,1.0,AGV vs. NSQ,positive,1.0,1.0,1,2,1_1,0,1,1,0,Value 3,1,1.0,,0.0,,symmetric,1,1.0,1,,,3,,0
141210_1516,11,3,2,0.99823213,0.98070753,3,3,-3,AGV,AGV,2,,,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,1.0,,1,33,38.0,,,0.0,1,-3,-3,0,0.0,,13,,2,1,2,0.37736231,1,,1,3,-1,-3,3,4,7,4,7,4,7,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,AGV,103,-1,0,0,0,0,0.5,0.0,AGV vs. RAND,positive,1.0,1.0,1,2,1_1,0,1,1,0,Value 3,1,1.0,,,0.0,symmetric,1,1.0,1,,,3,,1
141210_1516,3,3,2,0.76814419,0.71311176,1,1,-30,AGV,AGV,1,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,11,0.0,,,25.0,0,-10,-10,0,0.0,,-34,,2,1,2,0.48698446,2,,1,1,1,3,1,3,6,4,6,1,6,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,RAND,103,5,1,1,1,0,0.5,1.0,AGV vs. RAND,positive,,,1,1,1_1,0,1,1,0,Value 1,1,1.0,,,0.0,symmetric,1,1.0,1,,,1,,0
141210_1516,12,3,3,0.1403297,0.40674037,-1,-10,-30,SM,SM,2,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,36,,35.0,,,1,-10,-10,0,0.0,,23,,2,1,2,0.78405416,3,,1,-3,-1,-1,1,3,6,4,6,1,6,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,SM,103,-5,0,0,0,0,0.5,0.0,SM vs. NSQ,negative,,,1,2,1_1,0,1,0,1,Value -1,1,,1.0,0.0,,symmetric,1,1.0,1,,,1,,1
141210_1516,6,3,3,0.15610482,0.24534184,-3,-10,-30,SM,SM,1,0,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,27,,37.0,,,0,-10,-10,0,0.0,,19,,2,1,2,0.75237286,3,,1,-3,1,-1,3,4,6,4,6,4,6,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,NSQ,103,-3,0,0,0,0,0.5,0.0,SM vs. NSQ,negative,,,1,1,1_1,0,1,0,1,Value -3,1,,1.0,0.0,,symmetric,1,1.0,1,,,3,,0
141210_1516,2,3,3,0.86154288,0.66959584,1,-10,-30,SM,SM,1,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,35,,33.0,,0.0,1,-10,-10,0,0.0,,12,,2,1,2,0.91168708,1,,1,1,-1,-1,3,5,7,4,7,5,7,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,RAND,103,-1,0,0,0,0,0.5,0.0,SM vs. RAND,positive,,,1,1,1_1,0,1,1,0,Value 1,1,,1.0,,0.0,symmetric,1,1.0,1,,,1,,0
141210_1516,7,3,1,0.44417888,0.85363328,3,-10,-30,SM,SM,2,1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,29,,0.0,,36.0,0,-10,-10,1,3.0,,24,,2,1,2,0.010182519,3,,1,3,1,1,3,5,7,4,7,5,7,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,SM,103,5,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,2,1_1,0,1,1,0,Value 3,1,,1.0,,0.0,symmetric,1,1.0,1,,,3,,1
141210_1516,10,3,1,0.64042348,0.9229548,3,-10,-30,RAND,RAND,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,26,,,37.0,0.0,1,-10,-10,0,0.0,,23,,2,1,2,0.035321023,2,,1,-3,3,-3,2,3,4,4,4,2,4,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,NSQ,103,-3,0,0,0,0,0.5,0.0,NSQ vs. RAND,positive,,,1,2,1_1,0,1,1,0,Value 3,1,,,1.0,0.0,symmetric,1,,1,,,3,,1
141210_1516,5,3,2,0.31605712,0.06381873,-3,-10,-30,RAND,RAND,2,-1,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,19,,,35.0,0.0,1,-10,-10,0,0.0,,21,,2,1,2,0.51968151,2,,1,-3,3,-1,3,5,7,4,7,5,7,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,103,-1,0,0,0,0,0.5,0.5,NSQ vs. RAND,negative,,,1,1,1_1,0,1,0,1,Value -3,0,,,0.0,1.0,symmetric,1,,1,,,3,,0
141210_1516,9,4,1,0.17836197,0.96450806,3,3,-30,AGV,AGV,2,,,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,32,0.0,33.0,,,1,-10,-10,1,3.0,,23,,2,1,2,0.021904793,3,,1,-1,1,3,1,2,4,4,2,1,2,,,25,female,,8,Nichtwähler,,3,8,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,SM,104,3,1,1,1,0,0.5,1.0,AGV vs. SM,positive,,,1,2,1_1,0,1,1,0,Value 3,0,0.0,1.0,,,symmetric,0,0.0,0,,,3,,0
141210_1516,1,4,1,0.089805126,0.79003048,3,3,9,AGV,AGV,2,,,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,28,33.0,0.0,,,1,3,3,1,3.0,,12,,2,1,2,0.10601617,3,,1,-3,1,3,1,3,4,4,3,1,3,,,25,female,,8,Nichtwähler,,3,8,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,104,1,1,1,1,0,0.5,1.0,AGV vs. SM,positive,1.0,1.0,1,1,1_1,0,1,1,0,Value 3,1,1.0,0.0,,,symmetric,1,1.0,0,,,3,,1
