session,Period,Subject,matching_group,rand,r,Valuation,reported_valuation,sum_reported_valuations,GroupDecisionRule,GroupDecisionVote,GroupDecisionVote_XY,vote,VotesInFavour,transfer,reports_others_3_3,reports_others_3_1,reports_others_3_minus_1,reports_others_3_minus_3,reports_others_1_1,reports_others_1_minus_1,reports_others_1_minus_3,reports_others_minus_1_minus_1,reports_others_minus_1_minus_3,reports_others_minus_3_minus_3,TimeOKTestQuestionsOK,positive,TimeOKStageONEOK,TimeWertschaetbenStageTWOAGVOK,TimeStimmeAbgebenStageTWOK2OK,TimeWEITERStageTWOStatusQuoOK,TimeZumMuenzwuImplementationOK,Draw_random_provision,ReportsVector1,ReportsVector2,provision,payoff,earnings,TimeOKOUTPUTRESULTSOK,TimeOKEndOfTrialRoundsOK,independent_groups,group_formation,i,random_number,rank,TimeWEITERWAITNGAFTERROUND12OK,NumberRank,ValuationVector1,ValuationVector2,ValuationVector3,snr1,snr2,snr3,x,y,srnr1,srnr2,SelectedPeriod,TimeOKProfitInfoOK,Age,Gender,TimeOKQuestionaire1OK,Orientation,Party,TimeOKQuestionaire2OK,risk_self,risk_others,TimeOKQuestionaire3OK,reports_others_7_7,reports_others_7_1,reports_others_7_minus_1,reports_others_7_minus_3,reports_others_3_minus_7,reports_others_1_minus_7,reports_others_minus_1_minus_7,reports_others_minus_7_minus_7,reports_others_7_minus_2,reports_others_minus_1_minus_2,reports_others_minus_2_minus_2,reports_others_minus_2_minus_3,Study_Subject,Session_number,treatment_distribution,maxsession,maxsubject,Rule_1,Rule_2,identifier,SurplusGroup,EfficientChoice,HypotheticalResultAGV,HypotheticalResultSM,HypotheticalResultSQ,HypotheticalResultRAND,ChoiceResultSubject,BinaryChoice,dummy_valuation_negative,truth_telling,truth_telling_sign,never_misreports_sign,block,session_match,ad_interim_round,ex_ante_round,valuation_positive,valuation_negative,Value_factor,Rule_Vote,chose_AGV,chose_SM,chose_NSQ,chose_RAND,treatment_number,efficient,efficient_mech_choice,ex_ante_efficient,GK_prefAGV,TaxTheWinner,absVal,Veto,comparison_order_inverted
141210_1516,6,1,1,.84854591,.4080582,-1,-10,-30,SM,SM,1,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,34,,34,,,1,-10,-10,1,-1,,21,,2,1,2,.20182084,1,,1,-1,3,-3,1,2,5,4,5,2,5,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,SM,NSQ,101,-1,0,0,0,0,.5,0,SM vs. NSQ,negative,,,0,1,1_1,0,1,0,1,Value -1,1,,1,0,,symmetric,1,1,1,,,1,,0
141210_1516,12,1,3,.21354382,.11377047,-3,-10,-30,SM,NSQ,1,No,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,36,,36,,,1,-10,-10,0,0,,24,,2,1,2,.72131121,2,,1,-3,-1,-1,1,3,6,4,6,3,6,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,SM,101,-5,0,0,0,0,.5,0,SM vs. NSQ,negative,,,0,2,1_1,0,1,0,1,Value -3,0,,0,1,,symmetric,0,0,1,,,3,,1
141210_1516,14,1,3,.68601072,.80708081,3,-10,-30,SM,SM,1,No,1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,37,,38,,0,1,-10,-10,0,0,,24,,2,1,2,.8842048,2,,1,3,-1,1,1,2,7,4,7,2,7,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,SM,RAND,101,3,1,1,1,0,.5,1,SM vs. RAND,positive,,,0,3,1_1,1,0,1,0,Value 3,1,,1,,0,symmetric,1,1,0,,,3,,0
141210_1516,2,1,1,.61267811,.96460819,3,-10,-30,SM,SM,1,No,1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,30,,32,,0,1,-10,-10,0,0,,22,,2,1,2,.13376755,2,,1,3,-1,1,1,2,9,4,9,2,9,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,SM,RAND,101,3,1,1,1,0,.5,1,SM vs. RAND,positive,,,0,1,1_1,0,1,1,0,Value 3,1,,1,,0,symmetric,1,1,1,,,3,,0
141210_1516,7,1,2,.99708951,.92846769,3,-10,-30,RAND,RAND,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,32,,0,,39,1,-10,-10,1,3,,23,,2,1,2,.67740887,1,,1,3,-3,1,1,6,8,4,8,6,8,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,SM,101,1,1,1,1,0,.5,.5,SM vs. RAND,positive,,,0,2,1_1,0,1,1,0,Value 3,0,,0,,1,symmetric,0,0,1,,,3,,1
141210_1516,17,1,3,.84413451,.22311926,-3,-10,-30,NSQ,NSQ,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,36,,,40,0,0,-10,-10,0,0,,24,,2,1,2,.88389146,2,,1,-3,-3,-3,1,4,7,4,7,4,7,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,101,-9,0,0,0,0,.5,0,NSQ vs. RAND,negative,,,0,3,1_1,1,0,0,1,Value -3,1,,,1,0,symmetric,1,,0,,,3,,0
141210_1516,10,1,2,.038917828,.75782681,3,-10,-30,NSQ,NSQ,2,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,29,,,39,0,0,-10,-10,0,0,,25,,2,1,2,.14467295,3,,1,3,-3,-1,1,6,7,4,7,6,7,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,NSQ,101,-1,0,0,0,0,.5,0,NSQ vs. RAND,positive,,,0,2,1_1,0,1,1,0,Value 3,1,,,1,0,symmetric,1,,1,,,3,,1
141210_1516,5,1,3,.16786626,.94770414,3,-10,-30,RAND,RAND,2,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,33,,,0,33,1,-10,-10,1,3,,3,,2,1,2,.8164432,3,,1,3,3,3,1,8,9,4,9,8,9,,,64,male,,3,Die Linke,,5,5,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,101,9,1,1,1,0,.5,.5,NSQ vs. RAND,positive,,,0,1,1_1,0,1,1,0,Value 3,0,,,0,1,symmetric,1,,1,,,3,,0
141210_1516,13,2,1,.96127844,.35984305,-1,-1,5,AGV,AGV,2,-1,0,.25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,22,36,0,,,1,3,3,1,-.75,,18,,2,1,2,.0069165938,1,102,1,-1,1,3,2,4,7,4,7,4,7,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,102,3,1,1,1,0,.5,1,AGV vs. SM,negative,1,1,1,3,1_1,1,0,0,1,Value -1,1,1,0,,,symmetric,1,1,0,0,,1,,1
141210_1516,9,2,1,.35538566,.58409488,1,-10,-30,SM,AGV,1,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,28,0,36,,,1,-10,-10,1,1,,23,,2,1,2,.075823888,2,,1,-1,1,3,1,2,4,4,4,1,4,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,SM,102,3,1,1,1,0,.5,1,AGV vs. SM,positive,,,1,2,1_1,0,1,1,0,Value 1,1,1,0,,,symmetric,1,1,1,,,1,,0
141210_1516,1,2,2,.80467045,.43985426,-1,-1,-5,AGV,SM,1,-1,0,.125,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,,0,25,10,0,,,1,-1,-3,0,.125,,19,,2,1,2,.29153389,2,,1,-1,-1,-1,2,5,7,4,7,5,7,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,102,-3,0,0,0,0,.5,0,AGV vs. SM,negative,1,1,1,1,1_1,0,1,0,1,Value -1,0,0,1,,,symmetric,0,0,1,,,1,,1
141210_1516,16,2,1,.56806189,.92955434,3,3,-3,AGV,AGV,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,1,34,36,,0,,0,-3,-3,0,0,,17,,2,1,2,.065929361,1,,1,3,-3,-3,2,7,8,4,8,7,8,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,AGV,102,-3,0,0,0,0,.5,0,AGV vs. NSQ,positive,1,1,1,3,1_1,1,0,1,0,Value 3,1,1,,0,,symmetric,1,1,0,,,3,,1
141210_1516,8,2,1,.084953167,.30675998,-1,-10,-30,NSQ,AGV,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,35,0,,36,,0,-10,-10,0,0,,20,,2,1,2,.16070382,3,,1,-1,1,1,2,4,9,4,9,4,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,NSQ,102,1,1,1,1,0,.5,1,AGV vs. NSQ,negative,,,1,2,1_1,0,1,0,1,Value -1,1,1,,0,,symmetric,1,1,1,,,1,,0
141210_1516,4,2,2,.99997956,.89989489,3,3,1,AGV,AGV,2,-1,0,-.125,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,,1,35,32,,0,,0,-3,1,1,2.875,,19,,2,1,2,.28923914,1,,1,3,-3,1,2,5,6,4,6,5,6,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,AGV,102,1,1,1,1,0,.5,1,AGV vs. NSQ,positive,1,1,1,1,1_1,0,1,1,0,Value 3,1,1,,0,,symmetric,1,1,1,,,3,,1
141210_1516,15,2,2,.81029099,.87164903,3,-10,-30,RAND,AGV,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,33,0,,,35,1,-10,-10,1,3,,23,,2,1,2,.32169089,2,,1,3,1,-1,2,4,6,4,6,4,6,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,RAND,102,3,1,1,1,0,.5,1,AGV vs. RAND,positive,,,1,3,1_1,1,0,1,0,Value 3,1,1,,,0,symmetric,1,1,0,,,3,,0
141210_1516,3,2,1,.80986536,.30195346,-1,-1,3,AGV,AGV,1,-1,0,.125,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,,0,35,30,,,0,1,1,3,1,-.875,,13,,2,1,2,.20096545,1,,1,-1,-1,3,2,8,9,4,9,8,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,RAND,102,1,1,1,0,0,.5,1,AGV vs. RAND,negative,1,1,1,1,1_1,0,1,0,1,Value -1,1,1,,,0,symmetric,1,1,1,,,1,,0
141210_1516,11,2,1,.64888674,.92286557,3,3,3,AGV,AGV,2,-1,0,-.25,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,,1,35,34,,,0,1,1,-1,1,2.75,,19,,2,1,2,.34810722,1,,1,3,3,-1,1,2,6,4,6,1,6,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,AGV,102,5,1,1,1,0,.5,1,AGV vs. RAND,positive,1,1,1,2,1_1,0,1,1,0,Value 3,1,1,,,0,symmetric,1,1,1,,,3,,1
141210_1516,18,2,1,.68681443,.47894007,-1,-10,-30,NSQ,NSQ,2,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,35,,0,38,,0,-10,-10,0,0,9,25,,2,1,2,.17592672,1,,1,-1,3,1,2,7,8,4,8,7,8,7,21,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,SM,NSQ,102,3,1,1,1,0,.5,0,SM vs. NSQ,negative,,,1,3,1_1,1,0,0,1,Value -1,0,,0,1,,symmetric,0,0,0,,,1,,0
141210_1516,6,2,1,.11528043,.82763958,3,-10,-30,SM,SM,1,Yes,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,35,,36,,,0,-10,-10,1,3,,21,,2,1,2,.082586236,2,,1,-1,3,-3,1,2,5,4,5,1,5,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,SM,NSQ,102,-1,0,0,0,0,.5,0,SM vs. NSQ,positive,,,1,1,1_1,0,1,1,0,Value 3,1,,1,0,,symmetric,1,1,1,,,3,,0
141210_1516,12,2,1,.38093618,.78875804,3,-10,-30,SM,SM,2,Yes,3,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,36,,38,,,0,-10,-10,1,3,,23,,2,1,2,.20734151,3,,1,3,3,3,2,7,9,4,9,7,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,SM,102,9,1,1,1,0,.5,1,SM vs. NSQ,positive,,,1,2,1_1,0,1,1,0,Value 3,1,,1,0,,symmetric,1,1,1,,,3,,1
141210_1516,14,2,3,.069784306,.28470981,-1,-10,-30,SM,SM,1,No,1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,30,,38,,0,0,-10,-10,0,0,,23,,2,1,2,.95753247,3,,1,3,-1,1,1,2,7,4,7,1,7,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,SM,RAND,102,3,1,1,1,0,.5,1,SM vs. RAND,negative,,,1,3,1_1,1,0,0,1,Value -1,1,,1,,0,symmetric,1,1,0,,,1,,0
141210_1516,2,2,1,.32354537,.49065003,-1,-10,-30,SM,SM,1,No,1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,35,,35,,0,0,-10,-10,0,0,,21,,2,1,2,.21522413,3,,1,3,-1,1,1,2,9,4,9,1,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,SM,RAND,102,3,1,1,1,0,.5,1,SM vs. RAND,negative,,,1,1,1_1,0,1,0,1,Value -1,1,,1,,0,symmetric,1,1,1,,,1,,0
141210_1516,7,2,3,.9937554,.45746851,-1,-10,-30,SM,SM,2,No,1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,29,,35,,0,1,-10,-10,0,0,,20,,2,1,2,.89612764,1,,1,-1,-1,3,2,4,9,4,9,4,9,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,SM,102,1,1,1,0,0,.5,0,SM vs. RAND,negative,,,1,2,1_1,0,1,0,1,Value -1,1,,1,,0,symmetric,1,1,1,,,1,,1
141210_1516,17,2,1,.87356663,.87802035,3,-10,-30,RAND,RAND,2,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,35,,,0,39,0,-10,-10,0,0,,24,,2,1,2,.59717762,1,,1,3,-3,1,2,6,8,4,8,6,8,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,102,1,1,1,1,0,.5,.5,NSQ vs. RAND,positive,,,1,3,1_1,1,0,1,0,Value 3,0,,,0,1,symmetric,1,,0,,,3,,0
141210_1516,5,2,1,.8368786,.14675814,-3,-10,-30,NSQ,NSQ,1,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,28,,,36,0,1,-10,-10,0,0,,22,,2,1,2,.16710742,1,,1,-3,-1,1,2,4,6,4,6,4,6,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,RAND,102,-3,0,0,0,0,.5,0,NSQ vs. RAND,negative,,,1,1,1_1,0,1,0,1,Value -3,1,,,1,0,symmetric,1,,1,,,3,,0
141210_1516,10,2,1,.033343971,.10172337,-3,-10,-30,NSQ,NSQ,2,-1,0,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,34,,,39,0,1,-10,-10,0,0,,24,,2,1,2,.082348622,3,,1,-3,3,-3,2,3,4,4,4,3,4,,,26,male,,4,Die Linke,,2,6,,,,,,,,,,,,,,,1,symmetric,9,21,RAND,NSQ,102,-3,0,0,0,0,.5,0,NSQ vs. RAND,negative,,,1,2,1_1,0,1,0,1,Value -3,1,,,1,0,symmetric,1,,1,,,3,,1
141210_1516,13,3,2,.21650632,.25370082,-1,-10,-30,SM,SM,1,No,2,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,9,0,35,,,1,-10,-10,1,-1,,20,,2,1,2,.55417299,3,90,1,1,-1,3,1,3,8,4,8,1,8,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,103,3,1,1,1,0,.5,1,AGV vs. SM,negative,,,1,3,1_1,1,0,0,1,Value -1,0,0,1,,,symmetric,0,0,0,0,,1,,1
141210_1516,1,3,1,.25368947,.69347477,1,3,9,AGV,SM,1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,5,18,0,,,0,3,3,1,1,,2,,2,1,2,.17466381,2,,1,-3,1,3,1,3,4,4,4,1,4,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,SM,AGV,103,1,1,1,1,0,.5,1,AGV vs. SM,positive,0,1,1,1,1_1,0,1,1,0,Value 1,0,0,1,,,symmetric,0,0,0,,,1,,1
141210_1516,9,3,2,.3431665,.48640752,-1,-3,-7,AGV,SM,2,-1,0,-.125,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,,0,31,35,0,,,1,-3,-1,0,-.125,,20,,2,1,2,.50482893,2,,1,-1,-3,-1,3,5,6,4,6,5,6,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,SM,103,-5,0,0,0,0,.5,0,AGV vs. SM,negative,0,1,1,2,1_1,0,1,0,1,Value -1,0,0,1,,,symmetric,0,0,0,,,1,,0
141210_1516,16,3,3,.81438369,.51276064,1,3,7,AGV,AGV,2,-1,0,-.125,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,,1,30,27,,0,,1,3,1,1,.875,,16,,2,1,2,.99226093,3,,1,-1,1,1,1,3,9,4,9,1,9,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,AGV,103,1,1,1,1,0,.5,1,AGV vs. NSQ,positive,0,1,1,3,1_1,1,0,1,0,Value 1,1,1,,0,,symmetric,1,1,0,,,1,,1
141210_1516,4,3,3,.018832587,.95550495,3,3,3,AGV,AGV,2,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,,1,25,33,,0,,1,3,-3,1,3,,20,,2,1,2,.79732966,3,,1,3,3,-1,3,8,9,4,9,8,9,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,NSQ,AGV,103,5,1,1,1,0,.5,1,AGV vs. NSQ,positive,1,1,1,1,1_1,0,1,1,0,Value 3,1,1,,0,,symmetric,1,1,1,,,3,,1
141210_1516,8,3,2,.9952991,.92034173,3,3,5,AGV,AGV,1,-1,0,-.125,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,,1,29,38,,0,,0,-1,3,1,2.875,,22,,2,1,2,.80786294,1,,1,3,-1,3,3,6,7,4,7,6,7,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,NSQ,103,5,1,1,1,0,.5,1,AGV vs. NSQ,positive,1,1,1,2,1_1,0,1,1,0,Value 3,1,1,,0,,symmetric,1,1,1,,,3,,0
141210_1516,15,3,1,.72392076,.73580241,1,3,3,AGV,AGV,1,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,,1,28,38,,,0,0,3,-3,1,1,,20,,2,1,2,.1289033,1,,1,1,1,-1,1,3,9,4,9,1,9,,,19,male,,6,FDP,,3,4,,,,,,,,,,,,,,,1,symmetric,9,21,AGV,RAND,103,1,1,1,1,0,.5,1,AGV vs. RAND,positive,0,1,1,3,1_1,1,0,1,0,Value 1,1,1,,,0,symmetric,1,1,0,,,1,,0
